partition,anchor_date_utc,clock_min,reference_start,reference_end,execution_start,execution_end,H,L,range,F85,F35,E20,k1_signal_bar_start,k1_signal_ts,leave_bar_start,leave_ts,h2_bar_start,opposite_break_bar_start,touch_bar_start,same_bar_confirmed,entry_executed,entry_bar_start,entry_px,entry_fraction,nominal_rr,exit_bar_start,exit_ts,exit_px,exit_reason,gross_return,net_pnl_usd,tp_hit,time_exit,case_status,entry_b,zone,touch_elapsed_min,primary_eligible,expanded_eligible,k1_elapsed_min,h_formation_ts,l_formation_ts,range_completion_ts,range_completion_elapsed_min,range_completion_age_min,range_completed_second_half,management_mode,fixed_exit_ts,fixed_exit_px,fixed_net_pnl_usd,live_exit_reason,runner_armed,runner_arm_bar_start,runner_final_active_floor,runner_pending_floor_count_at_exit,runner_scheduled_updates,runner_activations,runner_ratchet_updates,runner_buffer_f35_exit,runner_max_high_ext,runner_max_close_ext,runner_delta_vs_fixed_candidate,tie_order,accepted,decision,blocked_by_zone,portfolio
external,2020-04-05,1410,2020-04-05 23:30:00+00:00,2020-04-06 05:00:00+00:00,2020-04-06 05:00:00+00:00,2020-04-06 11:30:00+00:00,6957.78,6760.0,197.77999999999972,6928.112999999999,6829.223,6997.335999999999,2020-04-06 05:00:00+00:00,2020-04-06 05:05:00+00:00,2020-04-06 05:10:00+00:00,2020-04-06 05:15:00+00:00,2020-04-06 05:35:00+00:00,,2020-04-06 05:15:00+00:00,True,True,2020-04-06 05:20:00+00:00,6929.99,0.859490342805137,0.6683338791469396,2020-04-06 05:55:00+00:00,2020-04-06 06:05:00+00:00,6965.4,TP_E20,0.0097180515411998,2.1548377414685853,True,False,TRADE_EXECUTED,True,RAW_2330,15.0,False,True,5.0,2020-04-06 04:55:00+00:00,2020-04-06 00:00:00+00:00,2020-04-06 04:55:00+00:00,325.0,5.0,True,LIVE_EXEC_NPLUS2_E10_HYBRID,2020-04-06 05:55:00+00:00,6997.335999999999,4.459025770599934,LIVE_FLOOR_GAP_OPEN,True,2020-04-06 05:55:00+00:00,6977.558,0,1,1,0,False,0.21346951157852317,0.15780159773485733,-2.3041880291313483,4,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2020-04-22,210,2020-04-22 03:30:00+00:00,2020-04-22 09:00:00+00:00,2020-04-22 09:00:00+00:00,2020-04-22 15:30:00+00:00,6959.0,6837.87,121.13000000000012,6940.8305,6880.2655,6983.226,2020-04-22 09:00:00+00:00,2020-04-22 09:05:00+00:00,2020-04-22 09:15:00+00:00,2020-04-22 09:20:00+00:00,2020-04-22 12:00:00+00:00,,2020-04-22 09:20:00+00:00,True,True,2020-04-22 09:25:00+00:00,6942.01,0.859737472137375,0.6675250427163387,2020-04-22 13:15:00+00:00,2020-04-22 13:15:00+00:00,6983.226,TP_E20,0.0059371853396925,2.5685926698462818,True,False,TRADE_EXECUTED,True,ALT_0330,20.0,True,True,5.0,2020-04-22 07:30:00+00:00,2020-04-22 04:00:00+00:00,2020-04-22 07:30:00+00:00,240.0,90.0,True,FIXED_E20,2020-04-22 13:15:00+00:00,6983.226,2.5685926698462818,,,,,,,,,,,,,1,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2020-04-22,480,2020-04-22 08:00:00+00:00,2020-04-22 13:30:00+00:00,2020-04-22 13:30:00+00:00,2020-04-22 20:00:00+00:00,7075.0,6915.0,160.0,7051.0,6971.0,7107.0,2020-04-22 13:45:00+00:00,2020-04-22 13:50:00+00:00,2020-04-22 13:50:00+00:00,2020-04-22 13:55:00+00:00,2020-04-22 14:25:00+00:00,,2020-04-22 13:55:00+00:00,True,True,2020-04-22 14:00:00+00:00,7056.24,0.8827499999999986,0.5954950727358088,2020-04-22 14:30:00+00:00,2020-04-22 14:45:00+00:00,7091.0,TP_E20,0.0071936328696302,2.063068149609393,True,False,TRADE_EXECUTED,True,LONDON,25.0,True,True,20.0,2020-04-22 13:20:00+00:00,2020-04-22 08:30:00+00:00,2020-04-22 13:20:00+00:00,320.0,10.0,True,LIVE_EXEC_NPLUS2_E10_HYBRID,2020-04-22 14:30:00+00:00,7107.0,3.196816434815131,LIVE_FLOOR_TOUCH,True,2020-04-22 14:30:00+00:00,7091.0,0,1,1,0,False,0.33506249999999793,0.17056249999999978,-1.133748285205738,0,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2020-04-29,330,2020-04-29 05:30:00+00:00,2020-04-29 11:00:00+00:00,2020-04-29 11:00:00+00:00,2020-04-29 17:30:00+00:00,8165.0,7840.0,325.0,8116.25,7953.75,8230.0,2020-04-29 11:10:00+00:00,2020-04-29 11:15:00+00:00,2020-04-29 11:15:00+00:00,2020-04-29 11:20:00+00:00,2020-04-29 12:30:00+00:00,,2020-04-29 11:30:00+00:00,True,True,2020-04-29 11:35:00+00:00,8128.74,0.8884307692307686,0.5786616378078767,2020-04-29 12:55:00+00:00,2020-04-29 13:40:00+00:00,8327.5,TP_E20,0.012457035161661,11.825757005390747,True,False,TRADE_EXECUTED,True,RAW_0530,30.0,False,True,15.0,2020-04-29 10:25:00+00:00,2020-04-29 05:35:00+00:00,2020-04-29 10:25:00+00:00,295.0,35.0,True,LIVE_EXEC_NPLUS2_E10_HYBRID,2020-04-29 12:55:00+00:00,8230.0,5.828517580830539,LIVE_FLOOR_TOUCH,True,2020-04-29 12:55:00+00:00,8327.5,0,4,4,3,False,0.6861538461538461,0.6168307692307672,5.997239424560208,2,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2020-05-13,480,2020-05-13 08:00:00+00:00,2020-05-13 13:30:00+00:00,2020-05-13 13:30:00+00:00,2020-05-13 20:00:00+00:00,9115.0,8828.0,287.0,9071.95,8928.45,9172.4,2020-05-13 14:05:00+00:00,2020-05-13 14:10:00+00:00,2020-05-13 14:25:00+00:00,2020-05-13 14:30:00+00:00,2020-05-13 15:10:00+00:00,,2020-05-13 14:35:00+00:00,True,True,2020-05-13 14:40:00+00:00,9080.62,0.8802090592334523,0.6031412236314568,2020-05-13 15:35:00+00:00,2020-05-13 15:50:00+00:00,9143.7,TP_E20,0.0101072393735228,3.073331116157219,True,False,TRADE_EXECUTED,True,LONDON,65.0,True,True,40.0,2020-05-13 13:00:00+00:00,2020-05-13 08:00:00+00:00,2020-05-13 13:00:00+00:00,300.0,30.0,True,LIVE_EXEC_NPLUS2_E10_HYBRID,2020-05-13 15:35:00+00:00,9172.4,4.653619686761434,LIVE_FLOOR_TOUCH,True,2020-05-13 15:35:00+00:00,9143.7,0,1,1,0,False,0.2281533101045281,0.13076655052265038,-1.5802885706042153,0,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2020-06-04,480,2020-06-04 08:00:00+00:00,2020-06-04 13:30:00+00:00,2020-06-04 13:30:00+00:00,2020-06-04 20:00:00+00:00,9777.0,9440.0,337.0,9726.45,9557.95,9844.4,2020-06-04 13:45:00+00:00,2020-06-04 13:50:00+00:00,2020-06-04 13:50:00+00:00,2020-06-04 13:55:00+00:00,2020-06-04 15:55:00+00:00,,2020-06-04 14:20:00+00:00,True,True,2020-06-04 14:25:00+00:00,9757.08,0.9408902077151332,0.438507507658314,2020-06-04 15:55:00+00:00,2020-06-04 16:05:00+00:00,9770.28,TP_E20,0.0089493987955413,0.2764318833093474,True,False,TRADE_EXECUTED,True,LONDON,50.0,True,True,20.0,2020-06-04 13:20:00+00:00,2020-06-04 11:30:00+00:00,2020-06-04 13:20:00+00:00,320.0,10.0,True,LIVE_EXEC_NPLUS2_E10_HYBRID,2020-06-04 15:55:00+00:00,9844.4,4.074699397770676,LIVE_FLOOR_GAP_OPEN,True,2020-06-04 15:55:00+00:00,9810.7,0,1,1,0,False,0.2710089020771511,0.151661721068251,-3.7982675144613283,0,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2020-06-08,210,2020-06-08 03:30:00+00:00,2020-06-08 09:00:00+00:00,2020-06-08 09:00:00+00:00,2020-06-08 15:30:00+00:00,9757.09,9631.0,126.09000000000016,9738.1765,9675.1315,9782.308,2020-06-08 09:20:00+00:00,2020-06-08 09:25:00+00:00,2020-06-08 09:25:00+00:00,2020-06-08 09:30:00+00:00,2020-06-08 09:40:00+00:00,,2020-06-08 09:30:00+00:00,True,True,2020-06-08 09:35:00+00:00,9750.65,0.9489253707669084,0.4192085383051995,2020-06-08 14:50:00+00:00,2020-06-08 14:55:00+00:00,9672.69,CLOSE_INVALIDATION_F35,-0.0079953644116032,-4.3976822058016,False,False,TRADE_EXECUTED,True,ALT_0330,30.0,True,True,25.0,2020-06-08 05:50:00+00:00,2020-06-08 08:15:00+00:00,2020-06-08 08:15:00+00:00,285.0,45.0,True,FIXED_E20,2020-06-08 14:55:00+00:00,9672.69,-4.3976822058016,,,,,,,,,,,,,1,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2020-06-10,480,2020-06-10 08:00:00+00:00,2020-06-10 13:30:00+00:00,2020-06-10 13:30:00+00:00,2020-06-10 20:00:00+00:00,9774.0,9706.0,68.0,9763.8,9729.8,9787.6,2020-06-10 13:35:00+00:00,2020-06-10 13:40:00+00:00,2020-06-10 13:40:00+00:00,2020-06-10 13:45:00+00:00,2020-06-10 16:45:00+00:00,,2020-06-10 16:05:00+00:00,True,True,2020-06-10 16:10:00+00:00,9768.22,0.9149999999999904,0.5044247787610875,2020-06-10 18:00:00+00:00,2020-06-10 18:15:00+00:00,9780.8,TP_E20,0.0019839847996871,0.24392489112652382,True,False,TRADE_EXECUTED,True,LONDON,155.0,True,True,10.0,2020-06-10 12:45:00+00:00,2020-06-10 09:30:00+00:00,2020-06-10 12:45:00+00:00,285.0,45.0,True,LIVE_EXEC_NPLUS2_E10_HYBRID,2020-06-10 18:00:00+00:00,9787.6,0.5919923998435997,LIVE_FLOOR_TOUCH,True,2020-06-10 18:00:00+00:00,9780.8,0,1,1,0,False,0.443823529411769,0.4177941176470567,-0.3480675087170759,0,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2020-06-24,1410,2020-06-24 23:30:00+00:00,2020-06-25 05:00:00+00:00,2020-06-25 05:00:00+00:00,2020-06-25 11:30:00+00:00,9320.0,9005.0,315.0,9272.75,9115.25,9383.0,2020-06-25 08:45:00+00:00,2020-06-25 08:50:00+00:00,2020-06-25 08:50:00+00:00,2020-06-25 08:55:00+00:00,,,2020-06-25 09:20:00+00:00,True,True,2020-06-25 09:25:00+00:00,9289.77,0.9040317460317474,0.5342081136832416,2020-06-25 11:30:00+00:00,2020-06-25 11:30:00+00:00,9272.66,TIME_EXIT_EXEC_END,-0.0018418109382687,-1.3209054691343698,False,True,TRADE_EXECUTED,True,RAW_2330,260.0,False,True,230.0,2020-06-24 23:30:00+00:00,2020-06-25 03:35:00+00:00,2020-06-25 03:35:00+00:00,245.0,85.0,True,LIVE_EXEC_NPLUS2_E10_HYBRID,2020-06-25 11:30:00+00:00,9272.66,-1.3209054691343698,TIME_EXIT_EXEC_END,False,,,0,0,0,0,False,-0.09523809523809523,-0.11780952380952565,0.0,4,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2020-07-22,480,2020-07-22 08:00:00+00:00,2020-07-22 13:30:00+00:00,2020-07-22 13:30:00+00:00,2020-07-22 20:00:00+00:00,9355.0,9292.56,62.44000000000051,9345.634,9314.414,9367.488,2020-07-22 15:00:00+00:00,2020-07-22 15:05:00+00:00,2020-07-22 15:05:00+00:00,2020-07-22 15:10:00+00:00,2020-07-22 17:25:00+00:00,,2020-07-22 15:35:00+00:00,True,True,2020-07-22 15:40:00+00:00,9346.31,0.860826393337597,0.6639704038123733,2020-07-22 17:40:00+00:00,2020-07-22 17:55:00+00:00,9361.244,TP_E20,0.0022659209891389,0.39892492331201657,True,False,TRADE_EXECUTED,True,LONDON,125.0,True,True,95.0,2020-07-22 11:45:00+00:00,2020-07-22 08:00:00+00:00,2020-07-22 11:45:00+00:00,225.0,105.0,True,LIVE_EXEC_NPLUS2_E10_HYBRID,2020-07-22 17:40:00+00:00,9367.488,0.7329604945694571,LIVE_FLOOR_TOUCH,True,2020-07-22 17:40:00+00:00,9361.244,0,1,1,0,False,0.22677770659833021,0.20819987187700023,-0.33403557125744054,0,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2020-07-24,480,2020-07-24 08:00:00+00:00,2020-07-24 13:30:00+00:00,2020-07-24 13:30:00+00:00,2020-07-24 20:00:00+00:00,9565.0,9490.0,75.0,9553.75,9516.25,9580.0,2020-07-24 15:45:00+00:00,2020-07-24 15:50:00+00:00,2020-07-24 15:50:00+00:00,2020-07-24 15:55:00+00:00,2020-07-24 16:50:00+00:00,,2020-07-24 15:55:00+00:00,True,True,2020-07-24 16:00:00+00:00,9554.76,0.8634666666666696,0.6554141781355398,2020-07-24 16:50:00+00:00,2020-07-24 17:05:00+00:00,9572.5,TP_E20,0.0026416152786674,0.5283331030816022,True,False,TRADE_EXECUTED,True,LONDON,145.0,True,True,140.0,2020-07-24 10:35:00+00:00,2020-07-24 08:35:00+00:00,2020-07-24 10:35:00+00:00,155.0,175.0,False,LIVE_EXEC_NPLUS2_E10_HYBRID,2020-07-24 16:50:00+00:00,9580.0,0.920807639333732,LIVE_FLOOR_TOUCH,True,2020-07-24 16:50:00+00:00,9572.5,0,1,1,0,False,0.29906666666667053,0.17480000000000775,-0.3924745362521298,0,True,ACCEPT,,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
external,2020-07-24,330,2020-07-24 05:30:00+00:00,2020-07-24 11:00:00+00:00,2020-07-24 11:00:00+00:00,2020-07-24 17:30:00+00:00,9565.0,9470.0,95.0,9550.75,9503.25,9584.0,2020-07-24 15:45:00+00:00,2020-07-24 15:50:00+00:00,2020-07-24 15:50:00+00:00,2020-07-24 15:55:00+00:00,2020-07-24 16:50:00+00:00,,2020-07-24 15:55:00+00:00,True,True,2020-07-24 16:00:00+00:00,9554.76,0.8922105263157918,0.567656765676561,2020-07-24 16:50:00+00:00,2020-07-24 17:05:00+00:00,9574.5,TP_E20,0.0030602547840028,0.6329929794155035,True,False,TRADE_EXECUTED,True,RAW_0530,295.0,False,True,290.0,2020-07-24 10:35:00+00:00,2020-07-24 07:00:00+00:00,2020-07-24 10:35:00+00:00,305.0,25.0,True,LIVE_EXEC_NPLUS2_E10_HYBRID,2020-07-24 16:50:00+00:00,9584.0,1.1301273920014236,LIVE_FLOOR_TOUCH,True,2020-07-24 16:50:00+00:00,9574.5,0,1,1,0,False,0.2361052631578978,0.13800000000000612,-0.49713441258592017,2,False,SKIP_OPEN_POSITION,LONDON,B27DQ_LIVE_EXEC_NPLUS2_E10_HYBRID_external
