asset,partition,date_utc,entry_name,entry_fraction,entry_ts,H,L,R,h2_bar_start,h2_arrived,strict_breakout,breakout_bar_start,opposite_bar_start,terminal,h2_immediate_breakout,h2_rejection,later_breakout_after_h2_rejection,same_breakout_bar_e10,same_breakout_bar_e20,causal_e10_ts,causal_e20_ts,causal_e10,causal_e20,min_fill_to_h2,min_h2_to_breakout,min_breakout_to_e10,min_breakout_to_e20
ETH,development,2022-10-06,F80,0.8,2022-10-06 13:50:00+00:00,1378.0,1354.0,24.0,,False,False,,2022-10-06 14:05:00+00:00,OPPOSITE_BREAK,False,False,False,False,False,,,False,False,,,,
ETH,development,2022-11-30,F80,0.8,2022-11-30 16:55:00+00:00,1276.93,1253.37,23.560000000000173,2022-11-30 18:30:00+00:00,True,True,2022-11-30 18:35:00+00:00,,STRICT_BREAKOUT,False,True,True,True,True,2022-11-30 18:40:00+00:00,2022-11-30 19:00:00+00:00,True,True,95.0,5.0,0.0,20.0
ETH,development,2022-12-08,F80,0.8,2022-12-08 14:20:00+00:00,1247.33,1227.36,19.970000000000027,2022-12-08 14:55:00+00:00,True,True,2022-12-08 15:05:00+00:00,,STRICT_BREAKOUT,False,True,True,True,True,2022-12-08 15:10:00+00:00,2022-12-08 15:30:00+00:00,True,True,35.0,10.0,0.0,20.0
ETH,development,2022-12-29,F80,0.8,2022-12-29 13:50:00+00:00,1203.85,1189.58,14.269999999999982,2022-12-29 14:30:00+00:00,True,True,2022-12-29 15:05:00+00:00,,STRICT_BREAKOUT,False,True,True,True,True,2022-12-29 15:10:00+00:00,,True,False,40.0,35.0,0.0,
ETH,development,2023-01-09,F80,0.8,2023-01-09 15:20:00+00:00,1328.0,1307.5,20.5,2023-01-09 15:40:00+00:00,True,True,2023-01-09 15:40:00+00:00,,STRICT_BREAKOUT,True,False,False,True,False,2023-01-09 15:45:00+00:00,2023-01-09 15:45:00+00:00,True,True,20.0,0.0,0.0,0.0
ETH,development,2023-01-10,F80,0.8,2023-01-10 14:15:00+00:00,1336.27,1321.27,15.0,2023-01-10 14:30:00+00:00,True,True,2023-01-10 15:10:00+00:00,,STRICT_BREAKOUT,False,True,True,True,True,2023-01-10 15:15:00+00:00,2023-01-10 15:15:00+00:00,True,True,15.0,40.0,0.0,0.0
ETH,development,2023-01-26,F80,0.8,2023-01-26 14:25:00+00:00,1618.59,1591.25,27.339999999999918,2023-01-26 14:30:00+00:00,True,False,,2023-01-26 15:55:00+00:00,OPPOSITE_BREAK,False,True,False,False,False,,,False,False,5.0,,,
ETH,development,2023-02-28,F80,0.8,2023-02-28 14:55:00+00:00,1641.92,1615.6,26.320000000000164,2023-02-28 15:00:00+00:00,True,True,2023-02-28 15:00:00+00:00,,STRICT_BREAKOUT,True,False,False,False,False,2023-02-28 16:05:00+00:00,,True,False,5.0,0.0,60.0,
ETH,development,2023-03-22,F80,0.8,2023-03-22 13:50:00+00:00,1802.55,1780.02,22.529999999999973,2023-03-22 14:30:00+00:00,True,True,2023-03-22 14:40:00+00:00,,STRICT_BREAKOUT,False,True,True,False,False,2023-03-22 14:45:00+00:00,2023-03-22 14:45:00+00:00,True,True,40.0,10.0,0.0,0.0
ETH,development,2023-04-25,F80,0.8,2023-04-25 14:00:00+00:00,1831.22,1804.44,26.779999999999973,2023-04-25 17:40:00+00:00,True,True,2023-04-25 17:40:00+00:00,,STRICT_BREAKOUT,True,False,False,True,True,2023-04-25 17:45:00+00:00,2023-04-25 17:45:00+00:00,True,True,220.0,0.0,0.0,0.0
ETH,development,2023-04-27,F80,0.8,2023-04-27 14:10:00+00:00,1895.0,1858.55,36.450000000000045,2023-04-27 15:20:00+00:00,True,True,2023-04-27 15:20:00+00:00,,STRICT_BREAKOUT,True,False,False,True,True,2023-04-27 15:25:00+00:00,2023-04-27 15:25:00+00:00,True,True,70.0,0.0,0.0,0.0
ETH,development,2023-05-08,F80,0.8,2023-05-08 15:10:00+00:00,1873.5,1833.5,40.0,2023-05-08 15:20:00+00:00,True,False,,2023-05-08 17:55:00+00:00,OPPOSITE_BREAK,False,True,False,False,False,,,False,False,10.0,,,
ETH,development,2023-05-09,F80,0.8,2023-05-09 17:10:00+00:00,1853.83,1833.03,20.799999999999955,,False,False,,,NO_BREAK_BY_END,False,False,False,False,False,,,False,False,,,,
ETH,development,2023-05-12,F80,0.8,2023-05-12 13:40:00+00:00,1776.68,1754.26,22.420000000000073,2023-05-12 14:10:00+00:00,True,True,2023-05-12 14:10:00+00:00,,STRICT_BREAKOUT,True,False,False,True,True,2023-05-12 14:15:00+00:00,2023-05-12 14:15:00+00:00,True,True,30.0,0.0,0.0,0.0
ETH,development,2023-05-16,F80,0.8,2023-05-16 17:05:00+00:00,1826.92,1808.93,17.99000000000001,2023-05-16 17:45:00+00:00,True,False,,,NO_BREAK_BY_END,False,True,False,False,False,,,False,False,40.0,,,
ETH,development,2023-05-26,F80,0.8,2023-05-26 13:50:00+00:00,1826.0,1807.81,18.190000000000055,2023-05-26 14:00:00+00:00,True,True,2023-05-26 14:20:00+00:00,,STRICT_BREAKOUT,False,True,True,False,False,2023-05-26 14:25:00+00:00,2023-05-26 14:25:00+00:00,True,True,10.0,20.0,0.0,0.0
ETH,development,2023-06-01,F80,0.8,2023-06-01 16:30:00+00:00,1866.01,1851.21,14.799999999999955,2023-06-01 16:50:00+00:00,True,True,2023-06-01 16:50:00+00:00,,STRICT_BREAKOUT,True,False,False,True,True,2023-06-01 16:55:00+00:00,2023-06-01 16:55:00+00:00,True,True,20.0,0.0,0.0,0.0
ETH,development,2023-06-08,F80,0.8,2023-06-08 14:45:00+00:00,1857.0,1836.68,20.319999999999936,2023-06-08 14:50:00+00:00,True,True,2023-06-08 15:40:00+00:00,,STRICT_BREAKOUT,False,True,True,False,False,2023-06-08 15:45:00+00:00,,True,False,5.0,50.0,0.0,
ETH,development,2023-06-21,F80,0.8,2023-06-21 14:20:00+00:00,1839.0,1806.58,32.42000000000007,2023-06-21 14:25:00+00:00,True,True,2023-06-21 14:25:00+00:00,,STRICT_BREAKOUT,True,False,False,True,True,2023-06-21 14:30:00+00:00,2023-06-21 14:30:00+00:00,True,True,5.0,0.0,0.0,0.0
ETH,development,2023-07-14,F80,0.8,2023-07-14 15:40:00+00:00,2004.0,1984.07,19.930000000000064,,False,False,,2023-07-14 17:10:00+00:00,OPPOSITE_BREAK,False,False,False,False,False,,,False,False,,,,
ETH,development,2023-07-26,F80,0.8,2023-07-26 14:15:00+00:00,1858.52,1846.9,11.61999999999989,2023-07-26 14:20:00+00:00,True,True,2023-07-26 14:25:00+00:00,,STRICT_BREAKOUT,False,True,True,False,False,2023-07-26 14:30:00+00:00,2023-07-26 16:05:00+00:00,True,True,5.0,5.0,0.0,95.0
ETH,development,2023-08-03,F80,0.8,2023-08-03 13:45:00+00:00,1838.5,1825.0,13.5,2023-08-03 13:55:00+00:00,True,True,2023-08-03 13:55:00+00:00,,STRICT_BREAKOUT,True,False,False,False,False,2023-08-03 14:00:00+00:00,2023-08-03 14:35:00+00:00,True,True,10.0,0.0,0.0,35.0
ETH,development,2023-09-14,F80,0.8,2023-09-14 15:15:00+00:00,1635.8,1615.85,19.950000000000045,2023-09-14 17:05:00+00:00,True,True,2023-09-14 17:05:00+00:00,,STRICT_BREAKOUT,True,False,False,False,False,2023-09-14 18:00:00+00:00,2023-09-14 18:35:00+00:00,True,True,110.0,0.0,50.0,85.0
ETH,development,2023-09-20,F80,0.8,2023-09-20 18:45:00+00:00,1637.51,1616.33,21.180000000000064,,False,False,,2023-09-20 19:15:00+00:00,OPPOSITE_BREAK,False,False,False,False,False,,,False,False,,,,
ETH,development,2023-10-05,F80,0.8,2023-10-05 14:15:00+00:00,1648.43,1630.5,17.930000000000064,,False,False,,2023-10-05 15:00:00+00:00,OPPOSITE_BREAK,False,False,False,False,False,,,False,False,,,,
ETH,development,2023-10-19,F80,0.8,2023-10-19 13:40:00+00:00,1558.67,1540.53,18.1400000000001,2023-10-19 14:50:00+00:00,True,True,2023-10-19 14:55:00+00:00,,STRICT_BREAKOUT,False,True,True,True,False,2023-10-19 15:00:00+00:00,2023-10-19 15:00:00+00:00,True,True,70.0,5.0,0.0,0.0
ETH,development,2023-10-23,F80,0.8,2023-10-23 14:55:00+00:00,1683.72,1661.2,22.519999999999982,2023-10-23 15:50:00+00:00,True,True,2023-10-23 16:45:00+00:00,,STRICT_BREAKOUT,False,True,True,True,False,2023-10-23 16:50:00+00:00,2023-10-23 16:55:00+00:00,True,True,55.0,55.0,0.0,5.0
ETH,development,2023-11-15,F80,0.8,2023-11-15 16:10:00+00:00,2024.68,1982.01,42.67000000000007,2023-11-15 18:10:00+00:00,True,True,2023-11-15 18:10:00+00:00,,STRICT_BREAKOUT,True,False,False,True,True,2023-11-15 18:15:00+00:00,2023-11-15 18:15:00+00:00,True,True,120.0,0.0,0.0,0.0
ETH,development,2023-11-24,F80,0.8,2023-11-24 15:50:00+00:00,2129.96,2075.14,54.820000000000164,,False,False,,,NO_BREAK_BY_END,False,False,False,False,False,,,False,False,,,,
ETH,development,2023-12-26,F80,0.8,2023-12-26 14:00:00+00:00,2251.21,2216.86,34.34999999999991,2023-12-26 14:25:00+00:00,True,False,,2023-12-26 17:20:00+00:00,OPPOSITE_BREAK,False,True,False,False,False,,,False,False,25.0,,,
ETH,development,2024-01-12,F80,0.8,2024-01-12 14:00:00+00:00,2686.0,2585.01,100.98999999999978,2024-01-12 14:25:00+00:00,True,True,2024-01-12 14:25:00+00:00,,STRICT_BREAKOUT,True,False,False,True,False,2024-01-12 14:30:00+00:00,2024-01-12 14:55:00+00:00,True,True,25.0,0.0,0.0,25.0
ETH,development,2024-01-15,F80,0.8,2024-01-15 18:25:00+00:00,2548.8,2507.93,40.870000000000346,2024-01-15 18:30:00+00:00,True,True,2024-01-15 18:30:00+00:00,,STRICT_BREAKOUT,True,False,False,True,False,2024-01-15 18:35:00+00:00,,True,False,5.0,0.0,0.0,
ETH,development,2024-02-06,F80,0.8,2024-02-06 13:40:00+00:00,2344.45,2308.16,36.289999999999964,2024-02-06 14:35:00+00:00,True,True,2024-02-06 14:35:00+00:00,,STRICT_BREAKOUT,True,False,False,False,False,2024-02-06 16:20:00+00:00,2024-02-06 16:20:00+00:00,True,True,55.0,0.0,100.0,100.0
ETH,development,2024-02-07,F80,0.8,2024-02-07 14:15:00+00:00,2377.11,2352.06,25.050000000000182,2024-02-07 14:45:00+00:00,True,True,2024-02-07 14:45:00+00:00,,STRICT_BREAKOUT,True,False,False,True,True,2024-02-07 14:50:00+00:00,2024-02-07 14:50:00+00:00,True,True,30.0,0.0,0.0,0.0
ETH,development,2024-02-15,F80,0.8,2024-02-15 14:05:00+00:00,2816.13,2770.02,46.11000000000013,2024-02-15 14:10:00+00:00,True,True,2024-02-15 14:20:00+00:00,,STRICT_BREAKOUT,False,True,True,True,True,2024-02-15 14:25:00+00:00,2024-02-15 14:25:00+00:00,True,True,5.0,10.0,0.0,0.0
ETH,development,2024-03-19,F80,0.8,2024-03-19 19:50:00+00:00,3361.66,3205.03,156.62999999999965,,False,False,,,NO_BREAK_BY_END,False,False,False,False,False,,,False,False,,,,
ETH,development,2024-03-28,F80,0.8,2024-03-28 14:00:00+00:00,3597.61,3554.95,42.66000000000031,2024-03-28 14:05:00+00:00,True,True,2024-03-28 14:30:00+00:00,,STRICT_BREAKOUT,False,True,True,True,True,2024-03-28 14:35:00+00:00,2024-03-28 14:35:00+00:00,True,True,5.0,25.0,0.0,0.0
ETH,development,2024-04-04,F80,0.8,2024-04-04 14:20:00+00:00,3383.0,3320.91,62.090000000000146,2024-04-04 14:40:00+00:00,True,True,2024-04-04 14:40:00+00:00,,STRICT_BREAKOUT,True,False,False,True,False,2024-04-04 14:45:00+00:00,2024-04-04 14:45:00+00:00,True,True,20.0,0.0,0.0,0.0
ETH,development,2024-04-10,F80,0.8,2024-04-10 17:40:00+00:00,3543.94,3413.2,130.74000000000024,,False,False,,,NO_BREAK_BY_END,False,False,False,False,False,,,False,False,,,,
ETH,development,2024-05-21,F80,0.8,2024-05-21 14:05:00+00:00,3830.53,3651.59,178.94000000000005,2024-05-21 14:35:00+00:00,True,False,,,NO_BREAK_BY_END,False,True,False,False,False,,,False,False,30.0,,,
ETH,development,2024-05-22,F80,0.8,2024-05-22 16:25:00+00:00,3782.34,3655.0,127.34000000000015,2024-05-22 17:15:00+00:00,True,False,,,NO_BREAK_BY_END,False,True,False,False,False,,,False,False,50.0,,,
ETH,development,2024-05-24,F80,0.8,2024-05-24 14:55:00+00:00,3728.58,3627.0,101.57999999999993,2024-05-24 15:00:00+00:00,True,True,2024-05-24 15:15:00+00:00,,STRICT_BREAKOUT,False,True,True,False,False,2024-05-24 18:10:00+00:00,2024-05-24 18:15:00+00:00,True,True,5.0,15.0,170.0,175.0
ETH,development,2024-08-12,F80,0.8,2024-08-12 14:10:00+00:00,2698.85,2556.62,142.23000000000002,2024-08-12 14:35:00+00:00,True,True,2024-08-12 14:35:00+00:00,,STRICT_BREAKOUT,True,False,False,True,False,2024-08-12 14:40:00+00:00,,True,False,25.0,0.0,0.0,
ETH,development,2024-08-15,F80,0.8,2024-08-15 13:50:00+00:00,2666.65,2604.29,62.36000000000013,2024-08-15 14:00:00+00:00,True,True,2024-08-15 15:45:00+00:00,,STRICT_BREAKOUT,False,True,True,False,False,2024-08-15 15:50:00+00:00,,True,False,10.0,105.0,0.0,
ETH,development,2024-11-21,F80,0.8,2024-11-21 14:35:00+00:00,3370.0,3120.14,249.86000000000013,2024-11-21 18:55:00+00:00,True,True,2024-11-21 18:55:00+00:00,,STRICT_BREAKOUT,True,False,False,False,False,,,False,False,260.0,0.0,,
ETH,development,2024-11-29,F80,0.8,2024-11-29 14:15:00+00:00,3618.0,3547.58,70.42000000000007,2024-11-29 14:35:00+00:00,True,True,2024-11-29 14:40:00+00:00,,STRICT_BREAKOUT,False,True,True,False,False,2024-11-29 14:45:00+00:00,2024-11-29 14:50:00+00:00,True,True,20.0,5.0,0.0,5.0
ETH,development,2024-12-13,F80,0.8,2024-12-13 14:00:00+00:00,3931.47,3870.85,60.61999999999989,2024-12-13 14:05:00+00:00,True,True,2024-12-13 14:30:00+00:00,,STRICT_BREAKOUT,False,True,True,False,False,2024-12-13 14:35:00+00:00,2024-12-13 14:40:00+00:00,True,True,5.0,25.0,0.0,5.0
ETH,development,2022-01-03,F85,0.85,2022-01-03 14:45:00+00:00,3844.67,3790.01,54.659999999999854,,False,False,,2022-01-03 15:05:00+00:00,OPPOSITE_BREAK,False,False,False,False,False,,,False,False,,,,
ETH,development,2022-01-25,F85,0.85,2022-01-25 16:15:00+00:00,2460.7,2371.63,89.06999999999971,2022-01-25 17:20:00+00:00,True,True,2022-01-25 17:20:00+00:00,,STRICT_BREAKOUT,True,False,False,True,False,2022-01-25 17:25:00+00:00,2022-01-25 17:40:00+00:00,True,True,65.0,0.0,0.0,15.0
ETH,development,2022-02-09,F85,0.85,2022-02-09 14:55:00+00:00,3208.26,3066.48,141.7800000000002,2022-02-09 16:45:00+00:00,True,True,2022-02-09 16:45:00+00:00,,STRICT_BREAKOUT,True,False,False,False,False,2022-02-09 19:00:00+00:00,2022-02-09 19:05:00+00:00,True,True,110.0,0.0,130.0,135.0
ETH,development,2022-02-14,F85,0.85,2022-02-14 13:40:00+00:00,2943.33,2845.07,98.25999999999976,2022-02-14 14:05:00+00:00,True,True,2022-02-14 14:10:00+00:00,,STRICT_BREAKOUT,False,True,True,True,False,2022-02-14 14:15:00+00:00,2022-02-14 14:25:00+00:00,True,True,25.0,5.0,0.0,10.0
ETH,development,2022-02-22,F85,0.85,2022-02-22 14:05:00+00:00,2622.62,2512.67,109.94999999999982,2022-02-22 14:45:00+00:00,True,True,2022-02-22 14:50:00+00:00,,STRICT_BREAKOUT,False,True,True,True,True,2022-02-22 14:55:00+00:00,2022-02-22 14:55:00+00:00,True,True,40.0,5.0,0.0,0.0
ETH,development,2022-03-03,F85,0.85,2022-03-03 14:10:00+00:00,2934.48,2877.35,57.13000000000011,,False,False,,2022-03-03 15:05:00+00:00,OPPOSITE_BREAK,False,False,False,False,False,,,False,False,,,,
ETH,development,2022-03-21,F85,0.85,2022-03-21 13:50:00+00:00,2938.5,2873.0,65.5,2022-03-21 15:15:00+00:00,True,True,2022-03-21 15:20:00+00:00,,STRICT_BREAKOUT,False,True,True,True,False,2022-03-21 15:25:00+00:00,2022-03-21 15:25:00+00:00,True,True,85.0,5.0,0.0,0.0
ETH,development,2022-04-18,F85,0.85,2022-04-18 14:10:00+00:00,2947.0,2887.0,60.0,2022-04-18 17:10:00+00:00,True,True,2022-04-18 17:10:00+00:00,,STRICT_BREAKOUT,True,False,False,True,True,2022-04-18 17:15:00+00:00,2022-04-18 17:15:00+00:00,True,True,180.0,0.0,0.0,0.0
ETH,development,2022-05-19,F85,0.85,2022-05-19 14:00:00+00:00,1985.99,1912.39,73.59999999999991,2022-05-19 14:20:00+00:00,True,True,2022-05-19 15:10:00+00:00,,STRICT_BREAKOUT,False,True,True,False,False,2022-05-19 15:15:00+00:00,2022-05-19 15:20:00+00:00,True,True,20.0,50.0,0.0,5.0
ETH,development,2022-06-01,F85,0.85,2022-06-01 13:55:00+00:00,1967.86,1924.0,43.8599999999999,,False,False,,2022-06-01 14:25:00+00:00,OPPOSITE_BREAK,False,False,False,False,False,,,False,False,,,,
ETH,development,2022-06-28,F85,0.85,2022-06-28 13:40:00+00:00,1234.0,1203.32,30.680000000000064,,False,False,,2022-06-28 14:30:00+00:00,OPPOSITE_BREAK,False,False,False,False,False,,,False,False,,,,
ETH,development,2022-07-15,F85,0.85,2022-07-15 14:40:00+00:00,1235.35,1202.75,32.59999999999991,2022-07-15 15:05:00+00:00,True,True,2022-07-15 15:05:00+00:00,,STRICT_BREAKOUT,True,False,False,False,False,2022-07-15 18:40:00+00:00,2022-07-15 18:40:00+00:00,True,True,25.0,0.0,210.0,210.0
ETH,development,2022-07-19,F85,0.85,2022-07-19 13:40:00+00:00,1574.53,1505.2,69.32999999999993,2022-07-19 16:25:00+00:00,True,True,2022-07-19 16:30:00+00:00,,STRICT_BREAKOUT,False,True,True,True,False,2022-07-19 16:35:00+00:00,2022-07-19 19:10:00+00:00,True,True,165.0,5.0,0.0,155.0
ETH,development,2022-07-20,F85,0.85,2022-07-20 13:45:00+00:00,1616.0,1525.59,90.41000000000008,,False,False,,,NO_BREAK_BY_END,False,False,False,False,False,,,False,False,,,,
ETH,development,2022-07-28,F85,0.85,2022-07-28 14:55:00+00:00,1659.0,1595.0,64.0,2022-07-28 15:15:00+00:00,True,True,2022-07-28 15:15:00+00:00,,STRICT_BREAKOUT,True,False,False,False,False,2022-07-28 15:20:00+00:00,2022-07-28 15:20:00+00:00,True,True,20.0,0.0,0.0,0.0
ETH,development,2022-08-12,F85,0.85,2022-08-12 15:40:00+00:00,1903.13,1852.0,51.13000000000011,2022-08-12 16:00:00+00:00,True,True,2022-08-12 16:00:00+00:00,,STRICT_BREAKOUT,True,False,False,False,False,2022-08-12 18:35:00+00:00,2022-08-12 18:40:00+00:00,True,True,20.0,0.0,150.0,155.0
ETH,development,2022-08-22,F85,0.85,2022-08-22 14:30:00+00:00,1580.0,1528.0,52.0,2022-08-22 15:40:00+00:00,True,True,2022-08-22 15:40:00+00:00,,STRICT_BREAKOUT,True,False,False,True,False,2022-08-22 15:45:00+00:00,2022-08-22 15:50:00+00:00,True,True,70.0,0.0,0.0,5.0
ETH,development,2022-08-24,F85,0.85,2022-08-24 14:35:00+00:00,1660.25,1625.18,35.069999999999936,2022-08-24 15:15:00+00:00,True,True,2022-08-24 15:20:00+00:00,,STRICT_BREAKOUT,False,True,True,True,True,2022-08-24 15:25:00+00:00,2022-08-24 15:25:00+00:00,True,True,40.0,5.0,0.0,0.0
ETH,development,2022-09-02,F85,0.85,2022-09-02 14:55:00+00:00,1644.8,1581.33,63.47000000000003,,False,False,,2022-09-02 18:10:00+00:00,OPPOSITE_BREAK,False,False,False,False,False,,,False,False,,,,
ETH,development,2022-09-08,F85,0.85,2022-09-08 13:55:00+00:00,1646.6,1597.0,49.59999999999991,2022-09-08 15:05:00+00:00,True,True,2022-09-08 19:55:00+00:00,,STRICT_BREAKOUT,False,True,True,False,False,,,False,False,70.0,290.0,,
ETH,development,2022-09-20,F85,0.85,2022-09-20 15:15:00+00:00,1366.4,1328.76,37.6400000000001,2022-09-20 15:50:00+00:00,True,True,2022-09-20 15:50:00+00:00,,STRICT_BREAKOUT,True,False,False,True,False,2022-09-20 15:55:00+00:00,2022-09-20 15:55:00+00:00,True,True,35.0,0.0,0.0,0.0
ETH,development,2022-09-26,F85,0.85,2022-09-26 13:45:00+00:00,1324.61,1288.16,36.44999999999982,2022-09-26 13:50:00+00:00,True,True,2022-09-26 14:10:00+00:00,,STRICT_BREAKOUT,False,True,True,False,False,2022-09-26 14:15:00+00:00,2022-09-26 14:15:00+00:00,True,True,5.0,20.0,0.0,0.0
ETH,development,2022-10-04,F85,0.85,2022-10-04 14:15:00+00:00,1359.8,1341.51,18.289999999999964,,False,False,,2022-10-04 17:15:00+00:00,OPPOSITE_BREAK,False,False,False,False,False,,,False,False,,,,
ETH,development,2022-11-30,F85,0.85,2022-11-30 16:55:00+00:00,1276.93,1253.37,23.560000000000173,2022-11-30 18:30:00+00:00,True,True,2022-11-30 18:35:00+00:00,,STRICT_BREAKOUT,False,True,True,True,True,2022-11-30 18:40:00+00:00,2022-11-30 19:00:00+00:00,True,True,95.0,5.0,0.0,20.0
ETH,development,2022-12-07,F85,0.85,2022-12-07 13:45:00+00:00,1233.33,1217.02,16.309999999999945,2022-12-07 13:50:00+00:00,True,True,2022-12-07 13:50:00+00:00,,STRICT_BREAKOUT,True,False,False,False,False,2022-12-07 14:20:00+00:00,2022-12-07 14:30:00+00:00,True,True,5.0,0.0,25.0,35.0
ETH,development,2022-12-08,F85,0.85,2022-12-08 14:30:00+00:00,1247.33,1227.36,19.970000000000027,2022-12-08 14:55:00+00:00,True,True,2022-12-08 15:05:00+00:00,,STRICT_BREAKOUT,False,True,True,True,True,2022-12-08 15:10:00+00:00,2022-12-08 15:30:00+00:00,True,True,25.0,10.0,0.0,20.0
ETH,development,2022-12-29,F85,0.85,2022-12-29 13:40:00+00:00,1203.85,1189.58,14.269999999999982,2022-12-29 14:30:00+00:00,True,True,2022-12-29 15:05:00+00:00,,STRICT_BREAKOUT,False,True,True,True,True,2022-12-29 15:10:00+00:00,,True,False,50.0,35.0,0.0,
ETH,development,2023-01-09,F85,0.85,2023-01-09 15:15:00+00:00,1328.0,1307.5,20.5,2023-01-09 15:40:00+00:00,True,True,2023-01-09 15:40:00+00:00,,STRICT_BREAKOUT,True,False,False,True,False,2023-01-09 15:45:00+00:00,2023-01-09 15:45:00+00:00,True,True,25.0,0.0,0.0,0.0
ETH,development,2023-01-10,F85,0.85,2023-01-10 14:15:00+00:00,1336.27,1321.27,15.0,2023-01-10 14:30:00+00:00,True,True,2023-01-10 15:10:00+00:00,,STRICT_BREAKOUT,False,True,True,True,True,2023-01-10 15:15:00+00:00,2023-01-10 15:15:00+00:00,True,True,15.0,40.0,0.0,0.0
ETH,development,2023-01-26,F85,0.85,2023-01-26 14:25:00+00:00,1618.59,1591.25,27.339999999999918,2023-01-26 14:30:00+00:00,True,False,,2023-01-26 15:55:00+00:00,OPPOSITE_BREAK,False,True,False,False,False,,,False,False,5.0,,,
ETH,development,2023-03-21,F85,0.85,2023-03-21 13:40:00+00:00,1819.9,1723.8,96.10000000000014,2023-03-21 14:00:00+00:00,True,False,,,NO_BREAK_BY_END,False,True,False,False,False,,,False,False,20.0,,,
ETH,development,2023-03-22,F85,0.85,2023-03-22 13:50:00+00:00,1802.55,1780.02,22.529999999999973,2023-03-22 14:30:00+00:00,True,True,2023-03-22 14:40:00+00:00,,STRICT_BREAKOUT,False,True,True,False,False,2023-03-22 14:45:00+00:00,2023-03-22 14:45:00+00:00,True,True,40.0,10.0,0.0,0.0
ETH,development,2023-04-20,F85,0.85,2023-04-20 14:00:00+00:00,1975.98,1935.17,40.809999999999945,2023-04-20 14:10:00+00:00,True,True,2023-04-20 14:10:00+00:00,,STRICT_BREAKOUT,True,False,False,True,False,,,False,False,10.0,0.0,,
ETH,development,2023-04-25,F85,0.85,2023-04-25 17:35:00+00:00,1831.22,1804.44,26.779999999999973,2023-04-25 17:40:00+00:00,True,True,2023-04-25 17:40:00+00:00,,STRICT_BREAKOUT,True,False,False,True,True,2023-04-25 17:45:00+00:00,2023-04-25 17:45:00+00:00,True,True,5.0,0.0,0.0,0.0
ETH,development,2023-04-27,F85,0.85,2023-04-27 14:10:00+00:00,1895.0,1858.55,36.450000000000045,2023-04-27 15:20:00+00:00,True,True,2023-04-27 15:20:00+00:00,,STRICT_BREAKOUT,True,False,False,True,True,2023-04-27 15:25:00+00:00,2023-04-27 15:25:00+00:00,True,True,70.0,0.0,0.0,0.0
ETH,development,2023-05-08,F85,0.85,2023-05-08 15:10:00+00:00,1873.5,1833.5,40.0,2023-05-08 15:20:00+00:00,True,False,,2023-05-08 17:55:00+00:00,OPPOSITE_BREAK,False,True,False,False,False,,,False,False,10.0,,,
ETH,development,2023-05-09,F85,0.85,2023-05-09 17:10:00+00:00,1853.83,1833.03,20.799999999999955,,False,False,,,NO_BREAK_BY_END,False,False,False,False,False,,,False,False,,,,
ETH,development,2023-05-12,F85,0.85,2023-05-12 13:40:00+00:00,1776.68,1754.26,22.420000000000073,2023-05-12 14:10:00+00:00,True,True,2023-05-12 14:10:00+00:00,,STRICT_BREAKOUT,True,False,False,True,True,2023-05-12 14:15:00+00:00,2023-05-12 14:15:00+00:00,True,True,30.0,0.0,0.0,0.0
ETH,development,2023-05-16,F85,0.85,2023-05-16 17:05:00+00:00,1826.92,1808.93,17.99000000000001,2023-05-16 17:45:00+00:00,True,False,,,NO_BREAK_BY_END,False,True,False,False,False,,,False,False,40.0,,,
